municipality_id,avg_t2m,avg_t2m_max,avg_t2m_min,avg_rh2m,avg_prectotcorr,avg_ws10m,avg_allsky_sfc_sw_dwn,avg_cloud_amt,avg_surface_pressure,elevation
5146,27.68520833,31.75,24.42989583,80.21395833,7.524166667,4.4434375,5.156048421,66.77442105,99.97895833,15
5147,27.68520833,31.75,24.42989583,80.21395833,7.524166667,4.4434375,5.156048421,66.77442105,99.97895833,6
5148,26.80166667,33.30916667,21.68572917,81.89729167,7.821979167,3.311979167,5.156048421,66.77442105,99.39354167,11
5149,26.80166667,33.30916667,21.68572917,81.89729167,7.821979167,3.311979167,5.156048421,66.77442105,99.39354167,7
5150,27.68520833,31.75,24.42989583,80.21395833,7.524166667,4.4434375,5.156048421,66.77442105,99.97895833,5
5151,27.68520833,31.75,24.42989583,80.21395833,7.524166667,4.4434375,5.156048421,66.77442105,99.97895833,7
5152,28.59260417,30.48677083,26.6071875,78.94229167,7.219270833,5.160729167,5.156048421,66.77442105,100.9448958,6
5153,26.80166667,33.30916667,21.68572917,81.89729167,7.821979167,3.311979167,5.156048421,66.77442105,99.39354167,6
5154,27.68520833,31.75,24.42989583,80.21395833,7.524166667,4.4434375,5.156048421,66.77442105,99.97895833,6
5155,27.68520833,31.75,24.42989583,80.21395833,7.524166667,4.4434375,5.156048421,66.77442105,99.97895833,8
5156,26.80166667,33.30916667,21.68572917,81.89729167,7.821979167,3.311979167,5.156048421,66.77442105,99.39354167,6
5157,25.61958333,32.3415625,21.50583333,86.05145833,8.692708333,2.767083333,4.624063158,75.42463158,98.09166667,39
5158,26.80166667,33.30916667,21.68572917,81.89729167,7.821979167,3.311979167,5.156048421,66.77442105,99.39354167,5
