unnamed_0,2023,2024,gr,2023_numeric,2024_numeric,gr_numeric,gr_unit,source_pdf,detected_category
Fuelwood,"4,450","4,459",0.2%,4450.0,4459.0,0.2,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Charcoal,"1,531","1,592",3.9%,1531.0,1592.0,3.9,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Agriwaste,824,819,-0.6%,824.0,819.0,-0.6,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Bagasse,947,961,1.5%,947.0,961.0,1.5,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Ricehull,44,44,-0.1%,44.0,44.0,-0.1,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Animal Waste,17,17,0.5%,17.0,17.0,0.5,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Municipal Waste,5,7,32.6%,5.0,7.0,32.6,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
Total,"7,819","7,899",1.0%,7819.0,7899.0,1.0,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_036_p39.csv,biomass
