unnamed_0,2020,2021,2022,2023,2024,aagr,2020_numeric,2021_numeric,2022_numeric,2023_numeric,2024_numeric,aagr_numeric,aagr_unit,source_pdf,detected_category
Fuelwood,"4,421","4,439","4,449","4,450","4,459",-0.4%,4421.0,4439.0,4449.0,4450.0,4459.0,-0.4,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Charcoal,"1,364","1,420","1,476","1,531","1,592",3.7%,1364.0,1420.0,1476.0,1531.0,1592.0,3.7,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Agriwaste,836,837,831,824,819,-1.9%,836.0,837.0,831.0,824.0,819.0,-1.9,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Bagasse,877,959,908,947,961,5.9%,877.0,959.0,908.0,947.0,961.0,5.9,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Ricehull,43,44,44,44,44,-2.1%,43.0,44.0,44.0,44.0,44.0,-2.1,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Animal Waste,16,17,17,17,17,-1.9%,16.0,17.0,17.0,17.0,17.0,-1.9,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Municipal Waste,5,4,7,5,7,-9.8%,5.0,4.0,7.0,5.0,7.0,-9.8,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
Total,"7,563","7,721","7,731","7,819","7,899",0.7%,7563.0,7721.0,7731.0,7819.0,7899.0,0.7,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_080_p66.csv,biomass
