lat,lon,heat_flow_mw_m2,elevation,environment
5.6433,114.9,59.0,-43.8,[offshore (continental)]
5.685275,110.676955,50.9,-642.0,[offshore (continental)]
5.69111333,110.4955683,36.9,-499.0,[offshore (continental)]
5.714334,111.3018,68.95615251,-1170.0,[offshore (continental)]
5.71436833,111.3020117,85.8,-1178.0,[offshore (continental)]
5.723819,115.44503,45.36609379,-32.0,[offshore (continental)]
5.727626,114.97001,35.93580119,-27.0,[offshore (continental)]
5.732514,115.00884,33.84241779,-15.0,[offshore (continental)]
5.741111,111.72702,89.66075648,-1137.0,[offshore (continental)]
5.748286,115.00839,43.27255013,-23.0,[offshore (continental)]
5.77517,115.12405,65.96337846,-29.0,[offshore (continental)]
5.78219667,110.4419083,41.1,-588.0,[offshore (continental)]
5.792398,115.10042,40.76762765,-45.0,[offshore (continental)]
5.7944,114.51495,61.6,-464.0,[offshore (continental)]
5.794421,114.3648,60.57274343,-1053.0,[offshore (continental)]
5.798789,114.36096,51.06572742,-1079.0,[offshore (continental)]
5.80155167,110.6675483,53.0,-831.0,[offshore (continental)]
5.80155167,110.6675483,53.0,-831.0,[offshore (continental)]
5.809926192,111.3049752,96.8,-1291.0,[offshore (continental)]
5.813245865,111.4580076,63.0,-1365.0,[offshore (continental)]
5.816581,114.41638,60.7,-959.0,[offshore (continental)]
5.816581,114.41638,60.7,-959.0,[offshore (continental)]
5.82149,114.41424,76.9,-951.0,[offshore (continental)]
5.822833,114.55318,70.37651628,-555.0,[offshore (continental)]
5.82463,114.55772,22.0,,[offshore (continental)]
5.82463,114.55772,22.0,,[offshore (continental)]
5.826274,114.91168,55.10462661,-85.0,[offshore (continental)]
5.82983833,111.0126679,46.9,-1093.0,[offshore (continental)]
5.83965,114.58741,51.6,-442.0,[offshore (continental)]
5.845379,114.89346,55.36235955,-91.0,[offshore (continental)]
5.846101,112.48735,47.40574291,-95.0,[offshore (continental)]
5.866026,114.48339,69.75662753,-950.0,[offshore (continental)]
5.8683,114.892,51.0,-86.7,[offshore (continental)]
5.8725,114.8911111,45.2484892,-100.0,[offshore (continental)]
5.8725,114.8911111,45.2484892,-100.0,[offshore (continental)]
5.8725,114.8911111,45.2484892,-100.0,[offshore (continental)]
5.87522,114.56155,54.0,-736.0,[offshore (continental)]
5.87948833,110.3711767,50.2,-683.0,[offshore (continental)]
5.885459,115.36429,53.09792976,-48.0,[offshore (continental)]
5.891666667,125.8083333,17.1667,-3007.0,[offshore (continental)]
5.907335,114.51691,65.33679698,-1400.0,[offshore (continental)]
5.909419,115.64056,46.5099408,-23.0,[offshore (continental)]
5.91277,114.95621,51.55335343,-95.0,[offshore (continental)]
5.924697988,111.2080212,34.3,-1278.0,[offshore (continental)]
5.942133,114.94873,46.42173,-116.0,[offshore (continental)]
5.943281,115.64588,52.22163702,-46.0,[offshore (continental)]
5.945667,114.655,66.09110489,-555.0,[offshore (continental)]
5.946189,115.5883,57.30619617,-39.0,[offshore (continental)]
5.94795,114.66054,50.5,-671.0,[offshore (continental)]
5.95652,114.56124,72.7,-1117.0,[offshore (continental)]
5.95652,114.56124,72.7,-1117.0,[offshore (continental)]
5.96443,115.41651,49.31391918,-49.0,[offshore (continental)]
5.973957371,111.8343875,89.8,-1533.0,[offshore (continental)]
5.978064595,112.1974915,68.4,-1104.0,[offshore (continental)]
5.98345,114.50694,71.5,-1270.0,[offshore (continental)]
5.98345,114.50694,71.5,-1270.0,[offshore (continental)]
5.990005,112.31501,61.73779922,-1088.0,[offshore (continental)]
5.99281,114.57463,65.3,-1107.0,[offshore (continental)]
5.99281,114.57463,65.3,-1107.0,[offshore (continental)]
5.996617,115.4173,51.80617885,-46.0,[offshore (continental)]
6.0,114.0167,27.0,-2305.0,[offshore (continental)]
6.0,114.017,27.2,-2252.9,[offshore (continental)]
6.00309,115.40891,47.1658876,-46.0,[offshore (continental)]
6.0064,116.0025,71.0,0.0,[offshore (continental)]
6.0067,116.002,71.0,0.4,[offshore (continental)]
6.006857,115.40383,54.85096771,-46.0,[offshore (continental)]
6.0083,122.5933,63.0,-4299.0,[offshore (continental)]
6.010047,114.60181,67.05326875,-1150.0,[offshore (continental)]
6.012902493,112.3452838,52.0,-1264.0,[offshore (continental)]
6.016769,115.56056,47.38890766,-42.0,[offshore (continental)]
6.019373,111.83563,97.82361963,-1335.0,[offshore (continental)]
6.019543,114.22252,71.39179656,-1700.0,[offshore (continental)]
6.02009,114.61511,61.6,-1116.0,[offshore (continental)]
6.02009,114.61511,61.6,-1116.0,[offshore (continental)]
6.020984,114.93528,69.313814,-240.0,[offshore (continental)]
6.024167,114.59972,70.01967863,-1150.0,[offshore (continental)]
6.027758,115.5163,54.59938719,-37.0,[offshore (continental)]
6.034296,114.42516,54.9807608,-1540.0,[offshore (continental)]
6.03771,114.42598,91.4,-1480.0,[offshore (continental)]
6.03902,115.59466,53.3265118,-45.0,[offshore (continental)]
6.05591,114.54272,58.5,-1343.0,[offshore (continental)]
6.05591,114.54272,58.5,-1343.0,[offshore (continental)]
6.05609,114.57883,58.7,-1325.0,[offshore (continental)]
6.05609,114.57883,58.7,-1325.0,[offshore (continental)]
6.077143589,112.0503508,81.8,-1570.0,[offshore (continental)]
6.0967,115.5961,69.0,0.0,[offshore (continental)]
6.0967,115.597,69.0,-24.3,[offshore (continental)]
6.099413,115.60575,49.1486886,-53.0,[offshore (continental)]
6.102475,114.85834,58.22932471,-680.0,[offshore (continental)]
6.10316,114.85106,51.4,-697.0,[offshore (continental)]
6.10371,115.6004,47.92622739,-45.0,[offshore (continental)]
6.103729,115.60041,48.08153239,-45.0,[offshore (continental)]
6.108494,115.58526,49.5022614,-51.0,[offshore (continental)]
6.110882501,112.0869948,103.1,-1637.0,[offshore (continental)]
6.131219675,110.8165805,56.6,-1251.0,[offshore (continental)]
6.136777,114.58175,81.89055,-1540.0,[offshore (continental)]
6.13886988,110.9013434,43.1,-1340.0,[offshore (continental)]
6.151383417,112.2797018,67.8,-1529.0,[offshore (continental)]
6.151981,115.17915,43.26346701,-102.0,[offshore (continental)]
6.159796,115.38998,34.59713636,-10.0,[offshore (continental)]
6.164181897,111.3482554,22.6,-1649.0,[offshore (continental)]
6.17639702,111.8892012,101.4,-1788.0,[offshore (continental)]
6.195122951,112.1920379,62.9,-1534.0,[offshore (continental)]
6.195419056,111.3226612,71.6,-1086.0,[offshore (continental)]
6.200722,115.4344,47.32332322,-13.0,[offshore (continental)]
6.2042,118.4636,61.0,0.0,[offshore (continental)]
6.206043,115.58752,29.90696042,-2.0,[onshore (continental)]
6.206667,114.09,73.0,-2780.0,[offshore (continental)]
6.2167,122.65,67.0,-4287.0,[offshore (continental)]
6.217,122.65,67.0,-4213.0,[offshore (continental)]
6.21849732,111.3037204,230.4,-916.0,[offshore (continental)]
6.220342,115.6965,50.4068158,-77.0,[offshore (continental)]
6.230776826,111.6196231,62.6,-1840.0,[offshore (continental)]
6.2335,114.0145,43.0,-2807.0,[offshore (continental)]
6.255574195,111.2735668,20.4,-1561.0,[offshore (continental)]
6.262667,113.968333,19.0,-2782.0,[offshore (continental)]
6.27098,115.16477,67.83238405,-200.0,[offshore (continental)]
6.273257,115.73262,46.8722727,-10.0,[offshore (continental)]
6.280565,115.72853,49.52781484,-14.0,[offshore (continental)]
6.282376418,111.5548331,58.0,-1854.0,[offshore (continental)]
6.290960342,112.1111526,44.9,-923.0,[offshore (continental)]
6.298972,115.02365,67.57046051,-1098.0,[offshore (continental)]
6.302333,114.165,63.0,-2807.0,[offshore (continental)]
6.317109473,112.283691,121.6,-1553.0,[offshore (continental)]
6.321846,115.64406,36.53049176,-50.0,[offshore (continental)]
6.3233,115.643,51.0,-93.3,[offshore (continental)]
6.33574843,111.8978604,90.2,-1818.0,[offshore (continental)]
6.337572,115.39185,50.97556119,-91.0,[offshore (continental)]
6.347167,113.829167,23.0,-2813.0,[offshore (continental)]
6.349238893,110.4255495,99.9,-1323.0,[offshore (continental)]
6.35,110.548,125.0,-1308.5,[offshore (continental)]
6.35,110.55,79.0,-1341.0,[offshore (continental)]
6.362205,115.65547,37.75557425,-57.0,[offshore (continental)]
6.364626,115.30072,65.82315388,-181.0,[offshore (continental)]
6.38048,114.08878,72.0,-2815.0,[offshore (continental)]
6.388372853,111.4876993,31.9,-1032.0,[offshore (continental)]
6.399719435,111.4782791,34.7,-1546.0,[offshore (continental)]
6.406667187,111.472639,15.1,-1639.0,[offshore (continental)]
6.426771,114.98174,65.90950235,-1481.0,[offshore (continental)]
6.42876647,111.9951182,109.7,-1767.0,[offshore (continental)]
6.433357,115.38194,64.79284013,-139.0,[offshore (continental)]
6.453833,113.952333,63.0,-2817.0,[offshore (continental)]
6.553633,115.30179,67.05093486,-737.0,[offshore (continental)]
6.558252,116.04079,36.66830419,-34.0,[offshore (continental)]
6.570794434,110.5054908,55.3,-1436.0,[offshore (continental)]
6.581666667,113.8416667,64.8985,-2350.0,[offshore (continental)]
6.590705141,115.3360664,50.1,-605.0,[offshore (continental)]
6.601213,115.78507,43.54025811,-85.0,[offshore (continental)]
6.601213,115.78507,43.54025811,-85.0,[offshore (continental)]
6.601213,115.78507,43.54025811,-85.0,[offshore (continental)]
6.6017,115.782,70.0,-72.5,[offshore (continental)]
6.60328,115.53025,59.72624375,-148.0,[offshore (continental)]
6.614266,115.7748,46.10450875,-88.0,[offshore (continental)]
6.621654,116.13331,45.9291799,-26.0,[offshore (continental)]
6.631727,115.27882,73.210092,-1070.0,[offshore (continental)]
6.63217,116.14818,50.33660434,-34.0,[offshore (continental)]
6.64621,116.14724,43.67675,-34.0,[offshore (continental)]
6.649324,116.15323,48.39852784,-38.0,[offshore (continental)]
6.661666,116.17397,55.0258294,-60.0,[offshore (continental)]
6.6617,116.172,67.0,-19.4,[offshore (continental)]
6.6625,116.1711,67.0,0.0,[offshore (continental)]
6.683333333,120.15,74.1099,-3641.0,[offshore (continental)]
6.688657,116.21309,44.3489895,-38.0,[offshore (continental)]
6.700091403,111.0654388,53.9,-1704.0,[offshore (continental)]
6.743363185,111.7293575,76.6,-2028.0,[offshore (continental)]
6.759485,116.33269,46.46919958,-37.0,[offshore (continental)]
6.7667,114.25,56.0,-2863.0,[offshore (continental)]
6.771666667,114.255,55.6871,-2863.0,[offshore (continental)]
6.776602,116.17808,51.47900852,-27.0,[offshore (continental)]
6.7775,116.23441,48.88443535,-45.0,[offshore (continental)]
6.7781,116.1903,72.0,0.0,[offshore (continental)]
6.778151173,111.160685,60.1,-1742.0,[offshore (continental)]
6.7783,116.19,72.0,-27.4,[offshore (continental)]
6.779019,116.19322,49.31254136,-57.0,[offshore (continental)]
6.7794,116.4878,58.0,0.0,[offshore (continental)]
6.78,116.488,58.0,-16.8,[offshore (continental)]
6.781141,116.20032,44.94465863,-56.0,[offshore (continental)]
6.785651685,113.6901072,80.6,-1179.0,[offshore (continental)]
6.786935329,113.5958655,37.2,-1175.0,[offshore (continental)]
6.788712,115.96339,42.1195451,-45.0,[offshore (continental)]
6.792793,116.21781,43.99084146,-55.0,[offshore (continental)]
6.794426612,113.602898,84.0,-1297.0,[offshore (continental)]
6.799225248,110.8201366,38.9,-1732.0,[offshore (continental)]
6.807833,114.752333,80.0,-2900.0,[offshore (continental)]
6.808962227,115.4706833,55.7,-702.0,[offshore (continental)]
6.813269851,111.4957247,56.4,-1855.0,[offshore (continental)]
6.832761,116.34421,48.38036249,-37.0,[offshore (continental)]
6.833121,116.33952,49.27015487,-39.0,[offshore (continental)]
6.8333,116.328,71.0,-39.6,[offshore (continental)]
6.8333,116.342,96.0,-38.0,[offshore (continental)]
6.833534,116.33134,47.02864541,-40.0,[offshore (continental)]
6.8336,116.3414,96.0,0.0,[offshore (continental)]
6.859324,115.8301,57.33864053,-158.0,[offshore (continental)]
6.861654,115.98888,47.82826051,-52.0,[offshore (continental)]
6.871221,115.99387,43.7076779,-34.0,[offshore (continental)]
6.88965,115.2086,69.33866861,-1738.0,[offshore (continental)]
6.893333,114.554,52.0,-2893.0,[offshore (continental)]
6.900905569,115.3062795,66.7,-1541.0,[offshore (continental)]
6.904136,116.47214,48.84542494,-43.0,[offshore (continental)]
6.931904164,111.7682974,63.4,-2050.0,[offshore (continental)]
6.933266,116.04611,36.85299345,-18.0,[offshore (continental)]
6.949934,116.04611,48.14742937,-21.0,[offshore (continental)]
6.960113337,113.5397877,51.5,-1068.0,[offshore (continental)]
6.964222,116.55026,35.97955152,-52.0,[offshore (continental)]
6.9667,114.6667,64.0,-2882.0,[offshore (continental)]
6.9667,134.9833,116.0,-4720.0,[offshore (continental)]
6.968959,116.53433,32.66021666,-56.0,[offshore (continental)]
6.969791,116.55191,26.2767625,-50.0,[offshore (continental)]
6.97,116.5314,51.0,0.0,[offshore (continental)]
6.97,116.532,52.0,-37.9,[offshore (continental)]
6.971627,116.54417,30.44696657,-53.0,[offshore (continental)]
6.971666667,114.6616667,63.6424,-2882.0,[offshore (continental)]
6.9728,116.5414,46.0,0.0,[offshore (continental)]
6.9733,116.542,46.0,-36.9,[offshore (continental)]
7.037782226,115.2298997,58.7,-1949.0,[offshore (continental)]
7.049766,116.30904,46.18840257,-57.0,[offshore (continental)]
7.061333,114.452833,36.0,-2893.0,[offshore (continental)]
7.080339,116.49053,39.23392785,-56.0,[offshore (continental)]
7.084606,116.3299,40.22162833,-39.0,[offshore (continental)]
7.096922472,111.4303251,59.3,-2058.0,[offshore (continental)]
7.11,116.217,91.0,-92.3,[offshore (continental)]
7.110555556,116.2175,57.93888894,-102.0,[offshore (continental)]
7.110555556,116.2175,57.93888894,-102.0,[offshore (continental)]
7.110555556,116.2175,57.93888894,-102.0,[offshore (continental)]
7.110555556,116.2175,57.93888894,-102.0,[offshore (continental)]
7.112882511,113.7746791,60.7,-1685.0,[offshore (continental)]
7.127528501,115.8140105,55.9,-585.0,[offshore (continental)]
7.128333333,115.1166667,58.1993,-2844.0,[offshore (continental)]
7.1333,115.1167,58.0,-2844.0,[offshore (continental)]
7.176666667,111.0816667,114.0,-1780.0,[offshore (continental)]
7.199554,116.48405,56.48454844,-75.0,[offshore (continental)]
7.206666667,110.645,188.0,-1860.0,[offshore (continental)]
7.213333333,110.17,170.0,-1760.0,[offshore (continental)]
7.238667,115.128833,41.0,-2914.0,[offshore (continental)]
7.260551385,116.0413669,51.2,-595.0,[offshore (continental)]
7.269,115.057667,52.0,-2350.0,[offshore (continental)]
7.287140091,115.9123786,57.4,-1046.0,[offshore (continental)]
7.293333333,119.765,79.553,-3801.0,[offshore (continental)]
7.331077178,113.8344185,15.9,-1320.0,[offshore (continental)]
7.340426202,115.7547735,69.6,-1598.0,[offshore (continental)]
7.34043512,115.7547282,68.1,-1599.0,[offshore (continental)]
7.35,120.5167,92.0,-4201.0,[offshore (continental)]
7.353211431,113.7506624,23.5,-1386.0,[offshore (continental)]
7.363675179,112.8574454,71.5,-950.0,[offshore (continental)]
7.430114557,116.1786986,63.3,-922.0,[offshore (continental)]
7.45,114.548,14.2,-1671.2,[offshore (continental)]
7.466866247,113.1233215,119.0,-1629.0,[offshore (continental)]
7.516164,116.74564,31.70714976,-92.0,[offshore (continental)]
7.5167,116.743,48.0,-82.1,[offshore (continental)]
7.523382687,113.4358164,48.6,-1336.0,[offshore (continental)]
7.55,111.2167,46.0,-1952.0,[offshore (continental)]
7.553144072,112.6969432,70.0,-2123.0,[offshore (continental)]
7.573285492,116.1834155,69.3,-1290.0,[offshore (continental)]
7.590107956,113.9044001,19.6,-768.0,[offshore (continental)]
7.590616501,113.7226957,50.4,-1473.0,[offshore (continental)]
7.6117,111.192,45.6,-1951.5,[offshore (continental)]
7.614444444,116.7072222,42.64206693,-175.0,[offshore (continental)]
7.614444444,116.7072222,42.64206693,-175.0,[offshore (continental)]
7.614444444,116.7072222,42.64206693,-175.0,[offshore (continental)]
7.615,116.707,70.0,-138.6,[offshore (continental)]
7.622759029,113.356999,69.5,-1654.0,[offshore (continental)]
7.6667,121.4667,92.0,-4974.0,[offshore (continental)]
7.677483478,113.6506131,56.8,-1464.0,[offshore (continental)]
7.7233,119.58,109.0,-3675.0,[offshore (continental)]
7.75,134.9833,93.0,-8040.0,[offshore (continental)]
7.755442075,114.0167842,75.9,-1361.0,[offshore (continental)]
7.763110928,112.7373397,52.2,-2112.0,[offshore (continental)]
7.833160482,112.9999823,62.3,-1955.0,[offshore (continental)]
7.859931743,112.4375856,69.0,-1773.0,[offshore (continental)]
7.908597102,113.6420308,85.8,-1847.0,[offshore (continental)]
7.926006328,114.5666697,18.2,-1302.0,[offshore (continental)]
7.950313061,112.8335901,63.1,-1960.0,[offshore (continental)]
7.967829497,114.7025658,73.8,-1552.0,[offshore (continental)]
7.986189037,114.0344691,93.4,-1370.0,[offshore (continental)]
8.000052279,113.1663937,57.1,-1836.0,[offshore (continental)]
8.011257914,114.0165498,93.8,-1467.0,[offshore (continental)]
8.066666667,127.7683333,42.91,-5460.0,[offshore (continental)]
8.078742421,113.9606178,45.1,-1835.0,[offshore (continental)]
8.083333333,126.3666667,29.309,,[onshore (continental)]
8.100838342,113.7306011,124.5,-1570.0,[offshore (continental)]
8.147335189,114.039497,37.1,-1808.0,[offshore (continental)]
8.152863556,114.1967282,126.4,-910.0,[offshore (continental)]
8.166537575,112.6666688,64.3,-1966.0,[offshore (continental)]
8.210087844,114.5042647,46.1,-1654.0,[offshore (continental)]
8.270426455,114.4428,33.6,-1371.0,[offshore (continental)]
8.291666667,120.8366667,82.0652,-3932.0,[offshore (continental)]
8.302039739,113.5327784,130.0,-1005.0,[offshore (continental)]
8.327962156,114.0505011,44.6,-2028.0,[offshore (continental)]
8.332574358,115.5002532,85.1,-2272.0,[offshore (continental)]
8.332703175,115.0001721,69.6,-1492.0,[offshore (continental)]
8.333218516,112.4999602,63.8,-1934.0,[offshore (continental)]
8.333282571,113.1666647,62.5,-1973.0,[offshore (continental)]
8.35,133.7667,30.0,-4370.0,[offshore (continental)]
8.3517,120.94,96.0,-4295.0,[offshore (continental)]
8.357467488,114.5384471,86.5,-1271.0,[offshore (continental)]
8.379903307,114.1874894,42.2,-1705.0,[offshore (continental)]
8.4,124.75,45.0,365.0,[onshore (continental)]
8.4,124.75,45.0,365.0,[onshore (continental)]
8.424922264,114.6721991,59.0,-1443.0,[offshore (continental)]
8.43,121.7183333,24.7033,-4857.0,[offshore (continental)]
8.435373591,115.2690345,63.4,-1540.0,[offshore (continental)]
8.458860444,114.6448969,64.1,-2022.0,[offshore (continental)]
8.464419469,115.1059051,76.5,-1773.0,[offshore (continental)]
8.4817,121.817,37.2,-4960.9,[offshore (continental)]
8.483,121.817,37.0,-4980.0,[offshore (continental)]
8.500135651,113.0000132,69.0,-2074.0,[offshore (continental)]
8.500150454,113.3333689,81.6,-1904.0,[offshore (continental)]
8.9667,120.233,17.0,-2050.0,[offshore (continental)]
8.991666667,128.3,65.2236,-5827.0,[offshore (continental)]
9.3872,117.6039,38.0,0.0,[offshore (continental)]
9.45,114.55,14.0,-1476.0,[offshore (continental)]
9.570833333,123.3177778,67.8294,6.9,[onshore (continental)]
9.698333333,128.7516667,69.0855,-5746.0,[offshore (continental)]
10.2333,111.85,118.0,-3918.0,[offshore (continental)]
10.4381,116.6192,23.0,0.0,[offshore (continental)]
10.50333333,129.19333,67.8294,-5766.0,[offshore (continental)]
10.51833333,110.105,133.0,-1490.0,[offshore (continental)]
10.535,110.0083333,50.0,-1050.0,[offshore (continental)]
10.535,110.0466667,58.0,-930.0,[offshore (continental)]
10.64166667,111.0366667,61.0,-1610.0,[offshore (continental)]
10.66,111.3066667,79.0,-3750.0,[offshore (continental)]
10.66333333,111.4766667,110.0,-3800.0,[offshore (continental)]
10.665,110.8466667,100.0,,[offshore (continental)]
10.665,110.8466667,100.0,-1700.0,[offshore (continental)]
10.665,110.8466667,100.0,-1680.0,[offshore (continental)]
10.76361111,123.7080556,42.7074,422.1,[offshore (continental)]
10.77583333,123.5972222,31.8212,3.4,[offshore (continental)]
10.84416667,125.2752778,47.48058,135.3,[offshore (continental)]
10.9731,116.7033,26.0,0.0,[offshore (continental)]
11.05,112.798,113.0,-4214.1,[offshore (continental)]
11.05,112.8167,112.0,-4219.0,[offshore (continental)]
11.05722222,123.8747222,45.6383,181.0,[offshore (continental)]
11.0833,112.75,129.0,-4211.0,[offshore (continental)]
11.1697,118.6492,63.0,0.0,[offshore (continental)]
11.38667,129.73167,82.0652,-5470.0,[offshore (marine)]
11.4625,123.8036111,34.7521,87.0,[offshore (continental)]
11.7692,119.2789,83.0,0.0,[offshore (continental)]
11.9381,119.2678,62.0,0.0,[offshore (continental)]
11.95944444,124.0841667,61.1302,216.0,[offshore (continental)]
11.9833,113.4833,104.0,-4329.0,[offshore (continental)]
12.21666667,130.4533333,72.4351,-5754.0,[offshore (marine)]
12.2978,121.3639,45.0,0.0,[offshore (continental)]
12.3167,115.798,95.2,-4466.1,[offshore (continental)]
12.3167,115.8167,98.0,-4390.0,[offshore (continental)]
12.69333333,134.42,61.1,-3850.0,[offshore (marine)]
12.70833333,134.3883333,77.0,-3700.0,[offshore (marine)]
12.8817,113.032,112.0,-4319.1,[offshore (continental)]
12.91333333,110.3216667,72.2,-2405.0,[offshore (continental)]
12.95833333,131.275,46.057,-5752.0,[offshore (marine)]
13.0,127.05,62.0,-5077.0,[offshore (continental)]
13.01166667,110.875,110.4,-2730.0,[offshore (continental)]
13.07166667,134.49,24.0,-4400.0,[offshore (marine)]
13.1667,114.7167,109.0,-4446.0,[offshore (continental)]
13.2,126.4,31.0,-4874.0,[offshore (continental)]
13.53,129.97,74.9473,-5673.0,[offshore (marine)]
13.5607,114.0033,36.0,-4297.0,[offshore (continental)]
13.6667,114.432,88.2,-4361.3,[offshore (continental)]
13.6667,114.4333,88.0,-4322.0,[offshore (continental)]
13.683,128.483,52.0,-5433.0,[offshore (continental)]
13.6833,128.483,52.0,-5433.0,[offshore (continental)]
13.72666667,131.92,167.0613,-5900.0,[offshore (marine)]
13.898,113.7922,83.0,-4295.0,[offshore (continental)]
13.99166667,132.1483333,68.2481,-5959.0,[offshore (marine)]
14.059,113.6893,95.0,-4206.0,[offshore (continental)]
14.133,130.067,85.0,-5764.0,[offshore (marine)]
14.1333,130.067,85.0,-5766.0,[offshore (marine)]
14.1607,113.6388,75.0,-4220.0,[offshore (continental)]
14.256,113.569,67.0,-3445.0,[offshore (continental)]
14.2567,113.568,67.0,-3445.0,[offshore (continental)]
14.2575,113.5697,65.0,-3445.0,[offshore (continental)]
14.2583,113.57,65.0,-3445.0,[offshore (continental)]
14.33166667,134.8266667,53.0,-4400.0,[offshore (marine)]
14.3317,134.217,58.7,-4187.1,[offshore (marine)]
14.3358,113.5318,71.0,-3995.0,[offshore (continental)]
14.35833333,134.56,102.1,-4300.0,[offshore (marine)]
14.4,116.0,103.0,-4182.0,[offshore (continental)]
14.4908,113.4173,77.0,-3136.0,[offshore (continental)]
14.545,134.64,80.3,-4400.0,[offshore (marine)]
14.5743,113.3513,45.0,-3201.0,[offshore (continental)]
14.66,113.3118,61.0,-1950.0,[offshore (continental)]
14.6817,117.45,78.1,-4329.6,[offshore (continental)]
14.683,117.45,78.0,-4315.0,[offshore (continental)]
14.73,132.7783333,39.7765,-5343.0,[offshore (marine)]
14.749,113.2643,97.0,-2075.0,[offshore (continental)]
14.7667,134.367,79.9,-3524.0,[offshore (marine)]
14.7667,134.367,82.0,-3531.0,[offshore (marine)]
14.8445,113.19,49.0,-2554.0,[offshore (continental)]
14.845,113.183,49.0,-2554.0,[offshore (continental)]
14.8465,113.1843,43.0,-2554.0,[offshore (continental)]
14.8467,113.185,43.0,-2554.0,[offshore (continental)]
15.1,124.133,13.0,-3528.0,[offshore (continental)]
15.1167,133.332,101.0,-5134.5,[offshore (marine)]
15.3817,122.767,55.9,-4549.3,[offshore (continental)]
15.3833,122.767,40.0,-4673.0,[offshore (continental)]
15.47666667,131.2016667,79.553,-5450.0,[offshore (marine)]
15.5,119.5,117.0,-2332.0,[offshore (continental)]
15.56166667,133.2366667,20.5163,-5782.0,[offshore (marine)]
15.5769,120.7411,28.0,0.0,[onshore (continental)]
15.8,116.617,107.0,-4174.0,[offshore (continental)]
15.8167,115.35,111.0,-4196.0,[offshore (continental)]
15.8167,116.6167,107.0,-4168.0,[offshore (continental)]
15.8317,115.367,112.0,-4208.1,[offshore (continental)]
15.9348,113.5318,41.0,-2450.0,[offshore (continental)]
16.16166667,130.0333333,28.0,-4880.0,[offshore (marine)]
16.197,130.0541667,59.0,-4730.0,[offshore (marine)]
16.21,130.1166667,27.0,-4610.0,[offshore (marine)]
16.2667,128.3,113.0,-5819.0,[offshore (marine)]
16.267,128.3,113.0,-5825.0,[offshore (marine)]
16.27666667,129.9016667,34.0,-4650.0,[offshore (marine)]
16.38333333,130.065,92.0,-5240.0,[offshore (marine)]
16.39833333,129.5533333,24.0,-4250.0,[offshore (marine)]
16.43166667,130.13,32.0,-6030.0,[offshore (marine)]
16.4317,113.548,132.0,-2530.1,[offshore (continental)]
16.4363,113.5453,81.0,-2353.0,[offshore (continental)]
16.44166667,133.2133333,53.5936,-5790.0,[offshore (marine)]
16.525,130.3366667,45.0,-4780.0,[offshore (marine)]
16.57333333,130.2466667,40.0,-4260.0,[offshore (marine)]
16.61166667,130.52,60.0,-5790.0,[offshore (marine)]
16.6275,130.1776667,188.0,-3780.0,[offshore (marine)]
16.65,130.2283333,84.0,-4450.0,[offshore (marine)]
16.65033333,130.3196667,82.0,-4620.0,[offshore (marine)]
16.7,130.44,65.0,-5700.0,[offshore (marine)]
16.72666667,132.115,38.9391,-5761.0,[offshore (marine)]
16.7722,113.5513,89.0,-2470.0,[offshore (continental)]
16.795,130.015,15.0,-4250.0,[offshore (marine)]
16.9322,113.5292,91.0,-2125.0,[offshore (continental)]
16.9817,117.167,79.9,-4029.6,[offshore (continental)]
17.06,133.255,44.8009,-5712.0,[offshore (marine)]
17.09666667,134.5616667,72.0164,-5398.0,[offshore (marine)]
17.0977,113.5075,82.0,-3200.0,[offshore (continental)]
17.18,113.497,71.0,-3251.0,[offshore (continental)]
17.2617,113.487,72.0,-3274.0,[offshore (continental)]
17.325,121.4453,44.0,0.0,[onshore (continental)]
17.355,113.49,46.0,-3010.0,[offshore (continental)]
17.3833,119.5,42.0,-2947.0,[offshore (continental)]
17.39833333,132.5166667,30.1464,-5958.0,[offshore (marine)]
17.4283,113.465,64.0,-2767.0,[offshore (continental)]
17.5,126.95,27.6,-5148.0,[offshore (marine)]
17.5067,113.44,76.0,-2380.0,[offshore (continental)]
17.51416667,133.8516667,30.0,-5170.0,[offshore (marine)]
17.55,117.0,152.0,-4177.0,[offshore (continental)]
17.5917,113.438,70.0,-1930.0,[offshore (continental)]
17.6483,118.017,22.9,-3923.2,[offshore (continental)]
17.6783,113.433,96.0,-1703.0,[offshore (continental)]
17.6817,133.26,25.5,-5925.8,[offshore (marine)]
17.683,133.26,26.0,-5997.0,[offshore (marine)]
17.7,116.3167,83.0,-3928.0,[offshore (continental)]
17.7,116.348,83.4,-3902.4,[offshore (continental)]
17.7517,113.415,74.0,-1695.0,[offshore (continental)]
17.8317,113.39,67.0,-1850.0,[offshore (continental)]
17.9167,113.373,82.0,-1957.0,[offshore (continental)]
17.942,112.623,83.0,-2644.0,[offshore (continental)]
17.9667,115.3667,98.0,-3789.0,[offshore (continental)]
17.9667,115.367,97.5,-3752.0,[offshore (continental)]
17.984,112.585,96.0,-2646.0,[offshore (continental)]
17.9983,113.355,98.0,-1775.0,[offshore (continental)]
18.01333333,134.4916667,22.0,-5500.0,[offshore (continental)]
18.02333333,134.9883333,93.0,-5170.0,[offshore (continental)]
18.0317,114.682,79.4,-3648.1,[offshore (continental)]
18.0317,116.38,90.7,3912.0,[offshore (continental)]
