lat,lon,heat_flow_mw_m2,elevation,environment
18.0333,114.6667,79.0,-3631.0,[offshore (continental)]
18.045,116.3717,91.0,-3909.0,[offshore (continental)]
18.045,116.372,91.1,3909.0,[offshore (continental)]
18.0483,116.37,92.0,-3907.0,[offshore (continental)]
18.0483,116.37,92.2,3907.0,[offshore (continental)]
18.05,116.3667,95.0,-3903.0,[offshore (continental)]
18.0533,116.37,89.3,3903.0,[offshore (continental)]
18.0683,116.348,87.7,3895.0,[offshore (continental)]
18.08,113.333,42.0,-1590.0,[offshore (continental)]
18.09,116.33,91.9,3890.0,[offshore (continental)]
18.095,116.3033,103.0,-3886.0,[offshore (continental)]
18.117,112.505,93.0,-2334.0,[offshore (continental)]
18.16,113.312,70.0,-2669.0,[offshore (continental)]
18.167,112.465,103.0,-2264.0,[offshore (continental)]
18.222,112.423,94.0,-2060.0,[offshore (continental)]
18.2333,116.1833,91.0,-3821.0,[offshore (continental)]
18.2367,116.19,95.0,-3821.0,[offshore (continental)]
18.2367,116.19,95.0,-3821.0,[offshore (continental)]
18.24,113.295,84.0,-2996.0,[offshore (continental)]
18.25,116.8,91.0,-3905.0,[offshore (continental)]
18.25,116.817,78.3,-3934.0,[offshore (continental)]
18.3,119.8,49.0,-2465.0,[offshore (continental)]
18.3233,113.278,83.0,-2447.0,[offshore (continental)]
18.339,112.356,112.0,-1634.0,[offshore (continental)]
18.3967,113.238,111.0,-2275.0,[offshore (continental)]
18.3983,116.105,95.0,-3780.1,[offshore (continental)]
18.4,116.105,95.0,-3828.0,[offshore (continental)]
18.401,112.321,89.0,-1239.0,[offshore (continental)]
18.48,113.183,84.0,-2019.0,[offshore (continental)]
18.4917,116.108,78.1,-3744.0,[offshore (continental)]
18.5,128.3833,106.0,-5432.0,[offshore (marine)]
18.5083,116.113,74.2,-3740.0,[offshore (continental)]
18.5167,131.65,60.0,-5946.0,[offshore (marine)]
18.5217,116.12,78.1,-3734.0,[offshore (continental)]
18.535,116.1217,90.0,-3725.0,[offshore (continental)]
18.55,116.132,91.2,-3734.4,[offshore (continental)]
18.55,118.9167,84.0,-3962.0,[offshore (continental)]
18.55,119.0833,103.0,-4059.0,[offshore (continental)]
18.5583,116.1217,87.0,-3715.0,[offshore (continental)]
18.5667,119.132,85.6,-4119.2,[offshore (continental)]
18.5733,116.123,77.7,-3678.0,[offshore (continental)]
18.5917,113.138,112.0,-1615.0,[offshore (continental)]
18.5917,116.142,91.2,-3678.0,[offshore (continental)]
18.6,116.12,99.0,-3680.0,[offshore (continental)]
18.6,116.15,100.0,-3678.0,[offshore (continental)]
18.62,116.13,84.1,-3663.0,[offshore (continental)]
18.655,116.133,96.5,-3640.0,[offshore (continental)]
18.6633,116.137,129.4,-3546.0,[offshore (continental)]
18.67,116.133,83.0,-3482.0,[offshore (continental)]
18.67,116.1333,83.0,-3482.0,[offshore (continental)]
18.675,116.1433,123.0,-3448.0,[offshore (continental)]
18.685,116.133,129.9,-3555.0,[offshore (continental)]
18.6961,110.222,75.1,64.51,[onshore (continental)]
18.6964,110.222,72.4,63.68,[onshore (continental)]
18.6967,110.222,82.0,62.9,[onshore (continental)]
18.6967,110.223,63.2,62.86,[onshore (continental)]
18.6983,116.142,161.0,-3517.7,[offshore (continental)]
18.6983,116.143,160.7,-3452.0,[offshore (continental)]
18.7,116.15,116.7,-3329.0,[offshore (continental)]
18.71,113.07,110.0,-1155.0,[offshore (continental)]
18.71,113.07,121.0,-1155.0,[offshore (continental)]
18.7133,116.137,162.6,-3527.0,[offshore (continental)]
18.71333333,133.4133333,101.7441,-6132.0,[offshore (continental)]
18.7217,116.147,157.8,-3499.0,[offshore (continental)]
18.7317,116.138,127.2,-3406.0,[offshore (continental)]
18.7367,116.148,125.9,-3350.0,[offshore (continental)]
18.76,116.15,107.0,-3253.0,[offshore (continental)]
18.765,116.152,107.0,-3148.0,[offshore (continental)]
18.7667,116.153,90.7,-3114.0,[offshore (continental)]
18.7817,116.163,95.9,-3124.0,[offshore (continental)]
18.7833,119.5,146.0,-4181.0,[offshore (continental)]
18.8,116.1667,89.0,-3113.0,[offshore (continental)]
18.8067,116.188,75.2,-3011.0,[offshore (continental)]
18.825,116.195,87.0,-2950.0,[offshore (continental)]
18.835,113.028,44.0,-780.0,[offshore (continental)]
18.8467,116.203,88.1,-2912.0,[offshore (continental)]
18.8533,116.21,70.1,-2774.0,[offshore (continental)]
18.8683,116.212,75.1,-2843.3,[offshore (continental)]
18.8683,116.213,15.1,-2740.0,[offshore (continental)]
18.8817,116.215,72.3,-2794.0,[offshore (continental)]
18.8817,118.067,83.8,-3786.3,[offshore (continental)]
18.8833,118.05,78.0,-3776.0,[offshore (continental)]
18.9,115.693,69.6,-1530.0,[offshore (continental)]
18.9,116.2217,61.0,-2794.0,[offshore (continental)]
18.9183,116.225,61.4,-2779.0,[offshore (continental)]
18.9367,116.23,73.0,-2794.0,[offshore (continental)]
18.95,116.233,66.9,-2737.0,[offshore (continental)]
19.0083,116.093,76.2,-2809.0,[offshore (continental)]
19.0083,116.0933,76.0,-2809.0,[offshore (continental)]
19.0333,116.0167,88.0,-3020.0,[offshore (continental)]
19.0333,116.017,87.7,-3020.0,[offshore (continental)]
19.11,116.068,75.0,-2787.0,[offshore (continental)]
19.11,116.0683,75.0,-2787.0,[offshore (continental)]
19.1133,116.07,78.1,-2779.0,[offshore (continental)]
19.1617,116.063,81.7,-2658.0,[offshore (continental)]
19.18,116.028,94.2,-2727.0,[offshore (continental)]
19.18,116.053,81.2,-2705.0,[offshore (continental)]
19.2,116.0583,96.0,-2615.0,[offshore (continental)]
19.2233,116.063,82.7,-2537.0,[offshore (continental)]
19.2317,116.067,76.2,-2560.5,[offshore (continental)]
19.26,115.905,75.6,-2737.0,[offshore (continental)]
19.275,115.903,72.8,-2712.0,[offshore (continental)]
19.28,115.91,73.7,-2742.0,[offshore (continental)]
19.2983,115.905,71.0,-2733.0,[offshore (continental)]
19.3,115.902,71.2,-2712.0,[offshore (continental)]
19.3033,115.893,71.0,-2645.0,[offshore (continental)]
19.305,118.265,68.0,-3613.0,[offshore (continental)]
19.3217,115.9,69.3,-2613.0,[offshore (continental)]
19.3433,115.903,69.7,-2591.0,[offshore (continental)]
19.38,115.905,70.3,-2537.0,[offshore (continental)]
19.425,127.415,82.0,-5200.0,[offshore (marine)]
19.4333,115.908,73.4,-2332.0,[offshore (continental)]
19.4333,115.9083,73.0,-2332.0,[offshore (continental)]
19.465,118.197,71.0,-3515.0,[offshore (continental)]
19.53,115.9167,71.0,-2154.0,[offshore (continental)]
19.53,115.917,70.5,-2154.0,[offshore (continental)]
19.5333,115.9183,79.0,-2095.0,[offshore (continental)]
19.545,115.92,62.2,-2054.0,[offshore (continental)]
19.5833,115.922,64.6,-2017.0,[offshore (continental)]
19.5983,115.9233,70.0,-1979.0,[offshore (continental)]
19.6,119.7,90.0,-3680.0,[offshore (continental)]
19.6167,119.7,103.0,-3668.9,[offshore (continental)]
19.6217,115.922,67.4,-1947.0,[offshore (continental)]
19.6367,115.918,66.5,-1867.0,[offshore (continental)]
19.6583,115.925,69.0,-1779.0,[offshore (continental)]
19.6783,115.925,69.7,-1683.0,[offshore (continental)]
19.68,118.085,74.0,-3147.3,[offshore (continental)]
19.68,118.085,74.0,-3219.0,[offshore (continental)]
19.68,118.085,78.0,-3219.0,[offshore (continental)]
19.7,115.9267,62.0,-1660.0,[offshore (continental)]
19.7167,115.935,64.9,-1604.0,[offshore (continental)]
19.775,115.805,64.3,-1597.0,[offshore (continental)]
19.775,115.805,64.0,-1597.0,[offshore (continental)]
19.8033,115.8,59.8,-1563.0,[offshore (continental)]
19.805,118.027,81.0,-3210.0,[offshore (continental)]
19.8067,118.028,87.0,-3210.0,[offshore (continental)]
19.8083,118.028,84.0,-3210.0,[offshore (continental)]
19.8183,115.783,65.1,-1574.0,[offshore (continental)]
19.82,115.785,64.3,-1574.0,[offshore (continental)]
19.85,115.7367,78.0,-1559.0,[offshore (continental)]
19.85,115.7633,78.0,-1559.0,[offshore (continental)]
19.8667,132.132,87.9,-5987.7,[offshore (marine)]
19.8783,115.72,69.1,-1552.0,[offshore (continental)]
19.8833,118.017,91.0,-3091.0,[offshore (continental)]
19.8983,115.692,69.6,-1535.9,[offshore (continental)]
19.925,115.665,72.4,-1470.0,[offshore (continental)]
19.9667,117.9833,76.0,-3070.0,[offshore (continental)]
19.9667,118.982,75.6,-2999.8,[offshore (continental)]
19.9783,115.633,64.4,-1405.0,[offshore (continental)]
20.0,117.0,81.0,-1618.0,[offshore (continental)]
20.0233,115.633,71.0,-1252.0,[offshore (continental)]
20.0233,115.6333,71.0,-1252.0,[offshore (continental)]
20.0233,115.6333,74.0,-1158.0,[offshore (continental)]
20.0283,117.907,78.0,-2975.0,[offshore (continental)]
20.033,131.35,65.0,-5871.0,[offshore (marine)]
20.05,115.615,76.3,-1158.0,[offshore (continental)]
20.0533,115.7167,73.0,-1304.0,[offshore (continental)]
20.0533,115.717,72.7,-1304.0,[offshore (continental)]
20.0867,115.583,77.9,-992.0,[offshore (continental)]
20.1083,115.5917,67.0,-908.0,[offshore (continental)]
20.115,115.56,59.2,-908.0,[offshore (continental)]
20.1667,118.65,62.0,-2833.0,[offshore (continental)]
20.19,118.73,102.0,-2874.3,[offshore (continental)]
20.2483,117.782,81.0,-2413.0,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.29049,114.3958,82.38,,[offshore (continental)]
20.3167,119.817,89.5,-3278.0,[offshore (continental)]
20.317,119.817,90.0,-3300.0,[offshore (continental)]
20.3667,120.25,42.7,-3944.9,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.47822,114.8899,66.95,,[offshore (continental)]
20.4917,117.767,85.0,-1805.0,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.56221,113.803,73.76,,[offshore (continental)]
20.7167,126.382,115.0,-5226.6,[offshore (marine)]
20.7167,126.383,139.0,-5298.0,[offshore (marine)]
20.7167,126.3833,139.0,-5298.0,[offshore (marine)]
20.7367,117.842,67.0,-1435.0,[offshore (continental)]
20.8583,128.14,68.0,-4120.0,[offshore (marine)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.06613,114.4897,79.87,,[offshore (continental)]
21.15,110.267,68.0,23.0,[onshore (continental)]
21.1883,127.98,76.0,-4450.0,[offshore (marine)]
21.195,128.012,76.0,-4520.0,[offshore (marine)]
21.25,134.783,67.0,-5783.0,[offshore (continental)]
21.2667,110.35,62.0,25.0,[onshore (continental)]
21.2817,128.458,78.0,-4550.0,[offshore (marine)]
21.32,128.123,43.0,-4510.0,[offshore (marine)]
21.36,128.167,73.0,-4300.0,[offshore (marine)]
21.38,119.718,75.0,-3209.0,[offshore (continental)]
21.3967,128.17,74.0,-4500.0,[offshore (marine)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.39714,115.3543,74.23,,[offshore (continental)]
21.435,120.05,87.0,-2884.0,[offshore (continental)]
21.455,120.163,50.0,-2887.0,[offshore (continental)]
21.4667,130.05,99.7,-5714.0,[offshore (continental)]
21.4667,130.05,77.0,-5929.0,[offshore (continental)]
21.505,128.16,124.0,-4520.0,[offshore (marine)]
21.5183,120.553,42.0,-1799.0,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.63922,115.0776,60.43,,[offshore (continental)]
21.64,119.8998,62.0,-3107.0,[offshore (continental)]
21.64,119.915,62.0,-3107.0,[offshore (continental)]
21.6417,125.2083,36.0,-5210.0,[offshore (continental)]
21.6617,128.057,139.0,-4500.0,[offshore (marine)]
21.6767,122.3133,41.0,-4820.0,[offshore (continental)]
21.6917,120.06,77.0,-2781.0,[offshore (continental)]
21.71,119.912,65.0,-2906.0,[offshore (continental)]
21.7183,119.562,59.0,-2780.0,[offshore (continental)]
21.73,119.338,85.0,-2839.0,[offshore (continental)]
21.7483,119.67,70.0,-2908.0,[offshore (continental)]
21.75,125.583,16.0,-5121.0,[offshore (continental)]
21.75,125.5833,16.0,-5121.0,[offshore (continental)]
21.7867,124.13,103.0,-5775.0,[offshore (continental)]
21.79,119.5,67.0,-2756.0,[offshore (continental)]
21.795,119.82,59.0,-2477.0,[offshore (continental)]
21.8467,119.968,47.0,-1730.0,[offshore (continental)]
21.8864,120.0873,61.0,-1663.0,[offshore (continental)]
21.8867,120.087,45.0,-1663.0,[offshore (continental)]
21.89,123.1767,52.0,-5625.0,[offshore (continental)]
21.95,120.062,66.0,-1341.0,[offshore (continental)]
21.9517,120.11,36.0,-1469.0,[offshore (continental)]
21.99166667,120.8366667,92.9292,25.0,[onshore (continental)]
21.9917,120.393,31.0,-954.0,[offshore (continental)]
21.9922,120.3932,50.0,-954.0,[offshore (continental)]
21.995,120.255,73.0,-783.0,[offshore (continental)]
21.995,120.42,47.0,-909.0,[offshore (continental)]
22.0383,119.89,55.0,-1285.0,[offshore (continental)]
22.0383,120.115,35.0,-1545.0,[offshore (continental)]
22.04,119.993,66.0,-1219.0,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.05915,115.9471,64.73,,[offshore (continental)]
22.0783,120.257,61.0,-835.0,[offshore (continental)]
22.08,120.343,76.0,-545.0,[offshore (continental)]
22.09,119.81,56.0,-1660.0,[offshore (continental)]
22.1333,130.0,170.0,-5620.0,[offshore (continental)]
22.1617,119.807,34.0,-1307.0,[offshore (continental)]
22.165,120.338,95.0,-552.0,[offshore (continental)]
22.17,119.89,40.0,-1413.0,[offshore (continental)]
22.1733,119.487,57.0,-2006.0,[offshore (continental)]
22.19,128.49,147.0,-4400.0,[offshore (marine)]
22.2,131.348,19.7,-5852.0,[offshore (continental)]
22.2167,131.5,82.1,-5830.0,[offshore (continental)]
22.217,131.5,82.0,-5820.0,[offshore (continental)]
22.2203,118.656,43.9,-142.0,[offshore (continental)]
22.23333333,120.7933333,92.9292,240.0,[onshore (continental)]
22.2417,119.997,140.0,-953.0,[offshore (continental)]
22.2487,118.993,73.9,-149.0,[offshore (continental)]
22.2517,119.4967,170.0,-964.0,[offshore (continental)]
22.2517,120.032,56.0,-956.0,[offshore (continental)]
22.2517,120.062,64.0,-840.0,[offshore (continental)]
22.2533,119.882,36.0,-1312.0,[offshore (continental)]
22.3167,119.653,49.0,-2006.0,[offshore (continental)]
22.3168,119.6525,47.0,-2006.0,[offshore (continental)]
22.3417,119.998,110.0,-907.0,[offshore (continental)]
22.35,131.448,81.6,-5836.1,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.35558,116.4708,56.11,,[offshore (continental)]
22.4167,128.425,145.0,-4310.0,[offshore (continental)]
22.4233,125.6117,66.0,-5125.0,[offshore (continental)]
22.4316,118.733,39.3,-93.0,[offshore (continental)]
22.5022,119.31,68.6,-135.0,[offshore (continental)]
22.5112,119.28,77.0,-127.0,[offshore (continental)]
22.525,120.9283333,175.812,60.0,[onshore (continental)]
22.52666667,120.67,219.3464,200.0,[onshore (continental)]
22.5282,119.306,64.6,-87.0,[offshore (continental)]
22.5364,119.343,68.2,-130.0,[offshore (continental)]
22.55,114.117,83.9,16.13,[onshore (continental)]
22.55,114.117,81.6,16.13,[onshore (continental)]
22.5518,119.292,64.3,-110.0,[offshore (continental)]
22.5733,111.194,98.2,854.85,[onshore (continental)]
22.58333333,120.3666667,50.232,,[onshore (continental)]
22.625,113.933,73.7,51.92,[onshore (continental)]
22.68333333,120.2666667,50.232,,[onshore (continental)]
22.68333333,120.6316667,62.79,240.0,[onshore (continental)]
22.6997,119.306,64.6,-87.0,[offshore (continental)]
22.76166667,121.0416667,216.4162,115.0,[onshore (continental)]
22.9667,122.8467,39.0,-5520.0,[offshore (continental)]
22.97,121.0983333,208.0442,260.0,[onshore (continental)]
22.99,121.2866667,81.627,80.0,[onshore (continental)]
23.0,115.9,67.6,17.33,[onshore (continental)]
23.0,120.2666667,79.534,,[onshore (continental)]
23.0267,130.085,30.0,-4735.6,[offshore (continental)]
23.08333333,120.5,108.836,,[onshore (continental)]
23.1,134.433,53.0,-2135.0,[offshore (continental)]
23.11333333,120.6983333,135.2078,400.0,[onshore (continental)]
23.1333,113.283,72.2,24.08,[onshore (continental)]
23.15,120.45,75.348,,[onshore (continental)]
23.16666667,120.2,60.2784,,[onshore (continental)]
23.16666667,120.5166667,66.976,,[onshore (continental)]
23.18333333,120.305,92.092,,[onshore (continental)]
23.235,126.1283,40.0,-4625.0,[offshore (continental)]
23.25333333,120.9783333,53.1622,2315.0,[onshore (continental)]
23.2667,130.85,30.0,-4984.1,[offshore (continental)]
23.283,130.867,30.0,-4987.0,[offshore (continental)]
23.29,120.3333333,79.534,180.0,[onshore (continental)]
23.3,120.4833333,129.766,,[onshore (continental)]
23.3167,116.133,72.0,17.12,[onshore (continental)]
23.31833333,120.5966667,145.6728,240.0,[onshore (continental)]
23.33333333,120.3333333,96.278,,[onshore (continental)]
23.35,120.5333333,179.998,,[onshore (continental)]
23.38333333,120.3,68.6504,,[onshore (continental)]
23.45,134.0667,71.0,-5044.0,[offshore (continental)]
23.47666667,120.71,61.5342,1460.0,[onshore (continental)]
23.4833,131.0167,100.0,-5293.0,[offshore (continental)]
23.525,113.208,63.5,211.46,[onshore (continental)]
23.5333,132.233,73.0,-5148.0,[offshore (continental)]
23.55,120.4333333,87.906,,[onshore (continental)]
23.55,120.5,58.604,,[onshore (continental)]
23.5517,116.628,63.1,7.1,[onshore (continental)]
23.5817,131.432,70.3,-5229.0,[offshore (continental)]
23.5833,131.433,124.0,-5233.0,[offshore (continental)]
23.58333333,120.2333333,96.278,,[onshore (continental)]
23.6,120.8166667,74.5108,,[onshore (continental)]
23.6667,128.283,60.0,-5687.0,[offshore (continental)]
23.6683,123.2017,39.0,-4565.0,[offshore (continental)]
23.68333333,120.2,54.418,,[onshore (continental)]
23.69666667,121.48,31.395,100.0,[onshore (continental)]
23.75,122.817,39.5,-3226.2,[offshore (continental)]
23.83333333,120.6833333,46.046,,[onshore (continental)]
23.89666667,120.9616667,22.6044,650.0,[onshore (continental)]
23.9167,127.9667,66.0,-5962.0,[offshore (continental)]
23.917,127.967,66.0,-5960.0,[offshore (continental)]
23.91833333,121.4983333,83.3014,1440.0,[onshore (continental)]
23.95,120.3666667,58.604,,[onshore (continental)]
24.0183,130.035,13.0,-3996.3,[offshore (continental)]
24.06,120.9216667,63.6272,480.0,[onshore (continental)]
24.08333333,120.6,87.906,,[onshore (continental)]
24.0933,117.141,53.7,402.76,[onshore (continental)]
24.1833,130.35,13.0,-4342.9,[offshore (continental)]
24.1833,130.35,13.0,-4477.0,[offshore (continental)]
24.205,121.29,100.464,2480.0,[onshore (continental)]
24.25166667,121.205,75.348,1580.0,[onshore (continental)]
24.28333333,120.85,58.604,,[onshore (continental)]
24.3,120.75,46.046,,[onshore (continental)]
24.31,112.732,59.4,534.04,[onshore (continental)]
24.375,121.33,153.2076,1800.0,[onshore (continental)]
24.38333333,120.8666667,85.813,,[onshore (continental)]
24.4,120.6333333,86.6502,,[onshore (continental)]
24.4,120.75,92.9292,,[onshore (continental)]
24.41666667,120.6833333,92.092,,[onshore (continental)]
24.42,132.8667,54.0,-5150.0,[offshore (continental)]
24.425,121.7816667,87.906,140.0,[onshore (continental)]
24.45,120.7333333,98.371,,[onshore (continental)]
24.46666667,120.8833333,87.906,,[onshore (continental)]
24.48333333,120.95,58.604,,[onshore (continental)]
24.5,117.317,107.5,247.02,[onshore (continental)]
24.5,128.5167,32.0,-5616.0,[offshore (continental)]
24.5,128.517,28.8,-5636.8,[offshore (continental)]
24.5167,117.667,209.0,12.0,[onshore (continental)]
24.5283,113.698,76.4,324.26,[onshore (continental)]
24.55,114.233,61.6,480.83,[onshore (continental)]
24.5667,118.033,47.0,75.0,[onshore (continental)]
24.6,120.7666667,100.464,,[onshore (continental)]
24.6067,130.0567,10.0,-4280.0,[offshore (continental)]
24.61,120.95,96.278,,[onshore (continental)]
24.61666667,120.9166667,79.534,,[onshore (continental)]
24.6333,128.9533,176.0,-4800.0,[offshore (continental)]
24.64333333,121.605,138.138,160.0,[onshore (continental)]
24.645,121.115,110.929,220.0,[onshore (continental)]
24.65,120.9666667,87.906,,[onshore (continental)]
24.65666667,121.5733333,171.626,180.0,[onshore (continental)]
24.66666667,120.8666667,54.418,,[onshore (continental)]
24.68333333,121.1166667,41.86,,[onshore (continental)]
24.7,121.0,84.5572,,[onshore (continental)]
24.70333333,121.3516667,131.4404,640.0,[onshore (continental)]
24.73333333,120.9166667,71.162,,[onshore (continental)]
24.7367,122.572,67.5,-758.0,[offshore (continental)]
24.76,122.502,47.8,-1122.0,[offshore (continental)]
24.7633,122.54,50.6,-1161.0,[offshore (continental)]
24.76666667,121.0333333,75.348,,[onshore (continental)]
24.76666667,121.1166667,74.0922,,[onshore (continental)]
24.7717,125.6967,59.0,0.0,[offshore (continental)]
24.7817,122.373,61.7,-1181.0,[offshore (continental)]
24.7817,122.5,32.6,-1220.0,[offshore (continental)]
24.7817,122.617,76.8,-1172.0,[offshore (continental)]
24.7817,122.662,83.6,-1198.0,[offshore (continental)]
24.7833,122.442,50.1,-1224.0,[offshore (continental)]
24.7833,122.55,43.1,-1252.0,[offshore (continental)]
24.7833,122.72,43.1,-1361.0,[offshore (continental)]
24.78333333,121.2,62.79,,[onshore (continental)]
24.795,122.5,31.3,-1262.0,[offshore (continental)]
24.8033,122.5,39.1,-1278.0,[offshore (continental)]
24.81666667,120.95,87.4874,,[onshore (continental)]
24.81666667,120.9666667,98.7896,,[onshore (continental)]
24.8167,122.567,40.0,-1324.0,[offshore (continental)]
24.83,122.5,22.1,-1340.0,[offshore (continental)]
24.83,122.7,10.0,-1330.0,[offshore (continental)]
24.8317,122.458,44.6,-1318.0,[offshore (continental)]
24.8367,122.262,145.0,-1075.0,[offshore (continental)]
24.8383,122.353,43.7,-1252.0,[offshore (continental)]
24.8617,122.5,26.1,-1472.0,[offshore (continental)]
24.8633,123.175,15.0,-1775.0,[offshore (continental)]
24.86666667,120.9833333,87.906,,[onshore (continental)]
24.8667,114.767,67.2,329.89,[onshore (continental)]
24.875,122.405,60.0,-1374.0,[offshore (continental)]
24.8833,134.75,72.9,-5120.0,[offshore (continental)]
24.88333333,121.1166667,75.348,,[onshore (continental)]
24.88333333,121.1666667,58.604,,[onshore (continental)]
24.88333333,126.2833333,52.335,-1480.0,[offshore (continental)]
24.88333333,134.75,72.85032,-5120.0,[offshore (continental)]
24.88333333,134.75,72.85032,-5120.0,[offshore (continental)]
24.8833333333333,134.75,72.8643216080402,-4480.0,[offshore (continental)]
24.8917,115.958,76.1,230.48,[onshore (continental)]
24.8917,115.958,85.0,230.48,[onshore (continental)]
24.8917,115.958,73.8,230.48,[onshore (continental)]
24.8917,115.958,93.8,230.48,[onshore (continental)]
24.8967,122.682,25.7,-1541.0,[offshore (continental)]
24.9,122.7,19.0,-1542.0,[offshore (continental)]
24.9133,122.5,33.9,-1505.0,[offshore (continental)]
24.9333,122.35,52.5,-1409.0,[offshore (continental)]
24.935,121.55,71.162,180.0,[onshore (continental)]
24.93666667,122.86,30.1464,-1640.0,[offshore (continental)]
24.94,122.7,12.1,-1478.0,[offshore (continental)]
24.95,121.2833333,58.604,,[onshore (continental)]
24.96,122.7,53.6,-1462.0,[offshore (continental)]
24.965,122.502,108.8,-1488.0,[offshore (continental)]
24.97,122.292,36.9,-1113.0,[offshore (continental)]
24.975,122.9416667,24.7033,-1640.0,[offshore (continental)]
24.98333333,121.4,41.86,,[onshore (continental)]
