unnamed_0,2014,2015,2016,2017,2018,2019,2014_numeric,2015_numeric,2016_numeric,2017_numeric,2018_numeric,2019_numeric,source_pdf,detected_category
Semirara,"7,345","7,168","11,084","11,839","11,654","13,670",7345.0,7168.0,11084.0,11839.0,11654.0,13670.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Zamboanga,15,5,0,-,-,-,15.0,5.0,0.0,,,,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Cebu,44,29,35,13,7,6,44.0,29.0,35.0,13.0,7.0,6.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
"Albay, Bicol",21,28,16,12,13,9,21.0,28.0,16.0,12.0,13.0,9.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Surigao del Sur (a),50,28,21,23,26,-,50.0,28.0,21.0,23.0,26.0,,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Negros (b),-,-,-,0.49,0.14,0.68,,,,0.49,0.14,0.68,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Small-scale Mines,127,119,54,44,55,65,127.0,119.0,54.0,44.0,55.0,65.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Total Production,"7,601","7,378","11,211","11,932","11,755","13,751",7601.0,7378.0,11211.0,11932.0,11755.0,13751.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
Run of Mine (MMT),"8,419","8,173","12,087","13,264","13,054","15,274",8419.0,8173.0,12087.0,13264.0,13054.0,15274.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_070_p62.csv,general
