unnamed_0,2014,2015,2016,2017,2018,2019,2014_numeric,2015_numeric,2016_numeric,2017_numeric,2018_numeric,2019_numeric,source_pdf,detected_category
Households,"20,969","22,747","25,631","26,782","28,261","30,552",20969.0,22747.0,25631.0,26782.0,28261.0,30552.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
Services,"18,761","20,085","21,770","22,768","24,016","25,476",18761.0,20085.0,21770.0,22768.0,24016.0,25476.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
Industrial,"21,429","22,514","24,117","25,573","27,587","28,194",21429.0,22514.0,24117.0,25573.0,27587.0,28194.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
Others*,"2,186","2,462","2,634","2,670","2,753","2,897",2186.0,2462.0,2634.0,2670.0,2753.0,2897.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
Utilities Own Use,"6,646","7,124","8,357","8,316","8,141","8,929",6646.0,7124.0,8357.0,8316.0,8141.0,8929.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
Power Losses,"7,270","7,481","8,288","8,262","9,007","9,994",7270.0,7481.0,8288.0,8262.0,9007.0,9994.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
Total,"77,261","82,413","90,798","94,370","99,765","106,041",77261.0,82413.0,90798.0,94370.0,99765.0,106041.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_104_p72.csv,general
