unnamed_0,2023,2024,gr,2023_numeric,2024_numeric,gr_numeric,gr_unit,source_pdf,detected_category
Households,"36,968","41,205",11.5%,36968.0,41205.0,11.5,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
Services,"26,236","28,033",6.9%,26236.0,28033.0,6.9,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
Industrial,"29,493","31,074",5.4%,29493.0,31074.0,5.4,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
Others*,"3,112","3,596",15.6%,3112.0,3596.0,15.6,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
Utilities Own Use,"10,403","10,558",1.5%,10403.0,10558.0,1.5,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
Power Losses,"11,793","12,475",5.8%,11793.0,12475.0,5.8,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
Total,"118,004","126,941",7.6%,118004.0,126941.0,7.6,percent,final_11_20_25_doe_key_energy_stat_pocket_size_2024_table_051_p49.csv,general
