unnamed_0,2020,2021,2022,2023,2024,aagr,2020_numeric,2021_numeric,2022_numeric,2023_numeric,2024_numeric,aagr_numeric,aagr_unit,source_pdf,detected_category
"GDP (in billion pesos: at constant
2018 prices)","17,537.8","18,540.1","19,945.6","21,046.4","22,244.4",4.7%,17537.8,18540.1,19945.6,21046.4,22244.4,4.7,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_032_p40.csv,general
"Total Final Energy Consumption
(in MTOE)",32.6,35.0,35.9,37.0,38.9,3.2%,32.6,35.0,35.9,37.0,38.9,3.2,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_032_p40.csv,general
"Total Primary Energy Supply
(in MTOE)",56.5,58.5,61.2,65.6,69.0,4.0%,56.5,58.5,61.2,65.6,69.0,4.0,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_032_p40.csv,general
Population (in million),109.2,110.1,110.9,111.8,112.8,1.2%,109.2,110.1,110.9,111.8,112.8,1.2,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_032_p40.csv,general
Forex (in Pesos/USD),48.0,50.8,56.1,55.6,58.0,2.7%,48.0,50.8,56.1,55.6,58.0,2.7,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_032_p40.csv,general
"Average Crude Price
(in USD / barrel)",49.8,69.2,70.2,82.1,79.6,-2.0%,49.8,69.2,70.2,82.1,79.6,-2.0,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_032_p40.csv,general
