Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),65,0,6700,6323.298216915618,1367.1708999900147,9631.855599931441,7574.307692307692,1.1133314599063804,0.0,6700,7100,7600,7600,7800,8200,9200,9600,9600,9600,9600
GET,GET /ecosim/municipalities,38,0,3200,3286.058163160066,227.91809996124357,5804.65120007284,135135.0,0.6508706996375763,0.0,3300,3800,4200,4500,5500,5700,5800,5800,5800,5800,5800
GET,GET /ecosim/provinces,34,0,4100,3890.785158820697,130.4709000978619,6962.920699967071,5120.0,0.5823579944125682,0.0,4100,4400,4500,4700,5500,6200,7000,7000,7000,7000,7000
GET,GET /energyhub/map-data,76,0,2900,3177.9488907838977,156.149199930951,6799.193699960597,25371.0,1.3017413992751525,0.0,3000,3800,4000,4300,4600,5100,5700,6800,6800,6800,6800
GET,GET /energyhub/overview,84,0,3800,3645.5438035786974,176.30940000526607,5900.760199991055,827.0,1.4387668097251685,0.0,3800,4200,4500,4600,5000,5600,5900,5900,5900,5900,5900
GET,GET /energyhub/trends,81,0,3800,3790.535601228188,205.93440008815378,6962.451700004749,3902.0,1.3873822808064125,0.0,3800,4400,4500,4900,5600,5900,6200,7000,7000,7000,7000
GET,GET /geospatial/centroids,55,0,3900,3714.042852717367,121.48359999991953,6798.206900013611,10837.0,0.9420496968438604,0.0,3900,4500,4600,5000,5300,5700,5700,6800,6800,6800,6800
GET,GET /geothermal/plants,29,0,3700,3432.1198482788973,8.65560001693666,6221.914499998093,22377.0,0.4967171128813082,0.0,3700,4200,4400,4500,4600,5200,6200,6200,6200,6200,6200
GET,GET /map/coverage,60,0,2900,3018.0770916709057,130.73490001261234,5823.8034000387415,88.0,1.0276905783751205,0.0,3000,3500,3900,4100,5000,5600,5700,5800,5800,5800,5800
GET,GET /map/solar,59,0,3800,3741.983505088236,188.21290007326752,6962.728700018488,144659.0,1.0105624020688684,0.0,3800,4200,4700,4900,5800,6200,6200,7000,7000,7000,7000
GET,GET /products/browse,29,0,3800,3479.85660344571,121.48450000677258,5324.864299967885,7697.0,0.4967171128813082,0.0,3800,4300,4300,5000,5300,5300,5300,5300,5300,5300,5300
,Aggregated,610,0,3800,3818.9111391788533,8.65560001693666,9631.855599931441,29710.832786885247,10.448187546813724,0.0,3800,4300,4600,5000,5800,6900,7600,7800,9600,9600,9600
