Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),132,131,36,77.77756590583135,34.99349998310208,4898.338399943896,137.00757575757575,2.9860210702427574,2.963399698498494,37,37,38,38,41,71,120,210,4900,4900,4900
GET,GET /ecosim/municipalities,60,57,36,113.81280500402984,34.673099988140166,4198.368499986827,6833.7,1.357282304655799,1.289418189423009,37,37,38,40,41,190,290,4200,4200,4200,4200
GET,GET /ecosim/provinces,60,57,36,50.040883340019114,34.58380000665784,705.4419000633061,332.95,1.357282304655799,1.289418189423009,36,37,38,38,39,80,140,710,710,710,710
GET,GET /energyhub/map-data,153,144,36,42.9892784313244,34.39450007863343,262.2879999689758,1568.6470588235295,3.461069876872287,3.2574775311739175,36,36,37,37,38,84,110,260,260,260,260
GET,GET /energyhub/overview,153,144,36,125.68738300496335,34.96990003623068,3906.3927999231964,124.88235294117646,3.461069876872287,3.2574775311739175,36,37,38,38,40,54,3200,3200,3900,3900,3900
GET,GET /energyhub/trends,153,144,36,49.636395424421806,34.677599905990064,703.2669000327587,305.7647058823529,3.461069876872287,3.2574775311739175,36,37,37,37,39,42,51,700,700,700,700
GET,GET /geospatial/centroids,110,106,36,41.564939998682924,34.685099963098764,262.4093000777066,472.1272727272727,2.4883508918689645,2.3978654048919115,36,36,37,37,39,39,140,260,260,260,260
GET,GET /geothermal/plants,60,58,36,36.90245499213537,34.35089997947216,75.06119995377958,824.2,1.357282304655799,1.3120395611672722,36,37,37,37,37,38,39,75,75,75,75
GET,GET /map/coverage,110,105,36,107.69430544566025,34.79649999644607,4206.186900031753,81.31818181818181,2.4883508918689645,2.375244033147648,36,37,38,38,40,78,180,3200,4200,4200,4200
GET,GET /map/solar,110,105,36,50.070342724211514,34.69320002477616,704.0701999794692,6652.727272727273,2.4883508918689645,2.375244033147648,36,36,37,37,39,40,130,700,700,700,700
GET,GET /products/browse,60,57,36,41.17490000595959,34.329800051636994,261.9779999367893,461.8,1.357282304655799,1.289418189423009,36,37,37,38,39,39,95,260,260,260,260
,Aggregated,1161,1108,36,69.00142437409815,34.329800051636994,4898.338399943896,1398.634797588286,26.263412595089708,25.064479892643753,36,37,37,38,39,48,180,700,4200,4900,4900
