Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),80,0,8400,8110.033061254944,1892.8212000755593,13626.637100009248,7611.0375,1.3462844654105581,0.0,8600,9200,9600,9900,10000,13000,13000,14000,14000,14000,14000
GET,GET /ecosim/municipalities,55,0,5400,5068.822023636577,1261.2075000070035,10671.432900009677,135135.0,0.9255705699697586,0.0,5400,5800,6000,6200,7100,8900,9600,11000,11000,11000,11000
GET,GET /ecosim/provinces,49,0,6000,5399.08505509826,870.9079000400379,7939.045800012536,5120.0,0.8245992350639668,0.0,6000,6200,6600,6900,7400,7500,7900,7900,7900,7900,7900
GET,GET /energyhub/map-data,112,0,5700,5355.078118748289,1428.4187000012025,8017.773000057787,25371.0,1.8847982515747812,0.0,5700,6100,6500,6500,6700,7500,7900,7900,8000,8000,8000
GET,GET /energyhub/overview,140,0,5200,5215.76688072112,1021.8048000242561,11433.012599940412,827.0,2.3559978144684766,0.0,5200,6000,6400,6700,7300,8900,10000,11000,11000,11000,11000
GET,GET /energyhub/trends,123,0,5700,5314.272743092312,552.675100043416,8000.809399993159,3902.0,2.069912365568733,0.0,5700,6100,6400,6600,7000,7500,7900,7900,8000,8000,8000
GET,GET /geospatial/centroids,49,0,5700,5611.217189805905,1461.2251999787986,8016.855100053363,10837.0,0.8245992350639668,0.0,5700,5900,6100,6400,7400,7400,8000,8000,8000,8000,8000
GET,GET /geothermal/plants,40,0,5600,5436.779422516702,1728.932400001213,7489.184799953364,22377.0,0.6731422327052791,0.0,5700,6100,6300,6300,6600,7500,7500,7500,7500,7500,7500
GET,GET /map/coverage,64,0,5300,5110.989484372112,462.1915000025183,11057.54780001007,88.0,1.0770275723284464,0.0,5400,5800,6100,6500,7200,7400,8900,11000,11000,11000,11000
GET,GET /map/solar,57,0,5600,5450.083340352744,1181.1839999863878,8049.8427000129595,144659.0,0.9592276816050226,0.0,5600,5800,6100,6500,7500,7600,8000,8000,8000,8000,8000
GET,GET /products/browse,45,0,5700,5443.844897781189,1691.215300001204,7493.70039999485,7697.0,0.7572850117934389,0.0,5700,6300,6600,6700,6900,7000,7500,7500,7500,7500,7500
,Aggregated,814,0,5700,5590.818920027732,462.1915000025183,13626.637100009248,26723.733415233415,13.698444435552428,0.0,5700,6100,6600,6800,7900,8900,10000,11000,14000,14000,14000
