Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),85,0,1300,1306.4456435262828,482.47170005925,2842.2223000088707,7556.905882352941,1.4333911998274056,0.0,1300,1400,1600,1700,2200,2600,2800,2800,2800,2800,2800
GET,GET /ecosim/municipalities,47,0,450,523.9019233961293,41.74909996800125,2015.2661999454722,135135.0,0.7925810163751538,0.0,450,590,790,830,1100,1200,2000,2000,2000,2000,2000
GET,GET /ecosim/provinces,46,0,620,662.2968413031903,35.64089990686625,2330.915700062178,5120.0,0.7757175904948312,0.0,620,720,1100,1100,1200,1500,2300,2300,2300,2300,2300
GET,GET /energyhub/map-data,105,0,160,290.175159039375,36.41049994621426,2290.1760999811813,25371.0,1.770659717433854,0.0,160,240,280,590,690,1100,1100,1100,2300,2300,2300
GET,GET /energyhub/overview,106,0,250,330.7454688650257,3.648800076916814,1703.3305000513792,827.0,1.7875231433141765,0.0,260,430,470,480,700,1100,1300,1400,1700,1700,1700
GET,GET /energyhub/trends,106,0,270,471.69078112786354,4.250600002706051,2333.763200091198,3902.0,1.7875231433141765,0.0,270,620,790,1000,1100,1200,1400,2300,2300,2300,2300
GET,GET /geospatial/centroids,69,0,240,358.41911884557885,40.083899977616966,1087.0410000206903,10837.0,1.163576385742247,0.0,240,270,620,640,900,1100,1100,1100,1100,1100,1100
GET,GET /geothermal/plants,44,0,60,281.2951204462231,2.230499987490475,2289.188400027342,22377.0,0.7419907387341864,0.0,80,240,550,590,600,1100,2300,2300,2300,2300,2300
GET,GET /map/coverage,69,0,460,481.8956434838069,36.26839991193265,1399.5067999931052,88.0,1.163576385742247,0.0,460,590,650,790,870,1100,1200,1400,1400,1400,1400
GET,GET /map/solar,69,0,630,578.0392492753521,46.89160000998527,1272.7757999673486,144659.0,1.163576385742247,0.0,630,780,820,1000,1100,1100,1200,1300,1300,1300,1300
GET,GET /products/browse,44,0,270,415.27699316661295,3.936299937777221,1269.6572000859305,7697.0,0.7419907387341864,0.0,270,580,640,640,1000,1100,1300,1300,1300,1300,1300
,Aggregated,790,0,410,519.2141250599635,2.230499987490475,2842.2223000088707,28421.49746835443,13.322106445454711,0.0,410,620,720,910,1100,1400,2200,2300,2800,2800,2800
