Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),92,0,6200,5864.020617388988,1480.8275999967009,9078.689399990253,7580.239130434783,1.5779789501591606,0.0,6300,6800,7000,7500,7900,8100,8400,9100,9100,9100,9100
GET,GET /ecosim/municipalities,29,0,3300,2824.0269793012853,279.9273000564426,4832.258200040087,135135.0,0.49740640820234405,0.0,3300,3800,3900,4000,4500,4700,4800,4800,4800,4800,4800
GET,GET /ecosim/provinces,28,0,3000,3166.8732464313507,221.36450000107288,6458.742299932055,5120.0,0.4802544630919184,0.0,3300,3800,4700,5000,5200,6500,6500,6500,6500,6500,6500
GET,GET /energyhub/map-data,98,0,3300,3232.2362346945292,134.9517999915406,6080.744799925014,25371.0,1.6808906208217145,0.0,3300,3800,4500,4700,5200,5900,6000,6100,6100,6100,6100
GET,GET /energyhub/overview,112,0,3300,3257.8845223189483,59.3042999971658,6529.829400009476,827.0,1.9210178523676735,0.0,3300,4100,4600,4800,5400,5500,5700,5800,6500,6500,6500
GET,GET /energyhub/trends,101,0,3800,3530.5472168308397,116.38520006090403,6040.341099957004,3902.0,1.7323464561529913,0.0,3800,4500,5000,5000,5200,5700,6000,6000,6000,6000,6000
GET,GET /geospatial/centroids,45,0,3300,3340.2076200012943,146.71780006028712,6427.791399997659,10837.0,0.7718375299691546,0.0,3300,4200,4700,5200,5300,5900,6400,6400,6400,6400,6400
GET,GET /geothermal/plants,26,0,2400,3161.1524884580062,115.39789999369532,6039.50889990665,22377.0,0.4459505728710671,0.0,2500,4800,5000,5100,5200,5400,6000,6000,6000,6000,6000
GET,GET /map/coverage,57,0,2700,2835.5779806907663,67.97860004007816,5856.719599920325,88.0,0.9776608712942625,0.0,2700,3700,3900,4100,5300,5700,5700,5900,5900,5900,5900
GET,GET /map/solar,45,0,4700,3980.956333347907,220.88939999230206,6461.1424000468105,144659.0,0.7718375299691546,0.0,4700,5100,5200,5700,6200,6500,6500,6500,6500,6500,6500
GET,GET /products/browse,27,0,3500,3234.7815037032383,146.69730002060533,6033.885200042278,7697.0,0.46310251798149277,0.0,3500,3900,4300,5200,5200,5200,6000,6000,6000,6000,6000
,Aggregated,660,0,3700,3649.8424312110396,59.3042999971658,9078.689399990253,23522.269696969695,11.320283772880934,0.0,3800,4600,5100,5200,6000,6800,7700,8100,9100,9100,9100
