Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),82,0,7400,7175.045764640189,3293.787800008431,11018.449099967256,7525.1463414634145,1.383020706884404,0.0,7400,7800,8400,8500,8900,9700,10000,11000,11000,11000,11000
GET,GET /ecosim/municipalities,46,0,4500,4569.908104358626,2338.5855000233278,6611.017700051889,135135.0,0.7758408843497876,0.0,4500,4900,5200,5500,6200,6500,6600,6600,6600,6600,6600
GET,GET /ecosim/provinces,43,0,5400,5153.401986051481,1518.2153000496328,7657.147099962458,5120.0,0.7252425658052363,0.0,5400,5700,6000,6200,7100,7500,7700,7700,7700,7700,7700
GET,GET /energyhub/map-data,84,0,5100,5024.991373817015,2108.2311999052763,6916.651800042018,25371.0,1.4167529192474382,0.0,5100,5400,5700,5800,6400,6400,6800,6900,6900,6900,6900
GET,GET /energyhub/overview,101,0,4600,4604.2714564378675,1538.7382000917569,8331.055599963292,827.0,1.7034767243332294,0.0,4600,5100,5700,5900,6200,6500,7100,7100,8300,8300,8300
GET,GET /energyhub/trends,96,0,5400,5132.828670829137,1524.9489000998437,7692.628599936143,3902.0,1.6191461934256437,0.0,5400,5800,6000,6000,6400,7500,7700,7700,7700,7700,7700
GET,GET /geospatial/centroids,52,0,4800,4981.61724998947,2110.736300004646,7518.472799914889,10837.0,0.8770375214388904,0.0,4900,5500,5800,5900,6400,6500,7200,7500,7500,7500,7500
GET,GET /geothermal/plants,37,0,4800,5150.514756754116,3835.346099920571,7657.030300004408,22377.0,0.6240459287161335,0.0,4800,5400,5700,5900,6700,6800,7700,7700,7700,7700,7700
GET,GET /map/coverage,62,0,4600,4553.0355048493575,1669.317900086753,7813.057400053367,88.0,1.0456985832540615,0.0,4600,5100,5300,5700,6000,6400,7400,7800,7800,7800,7800
GET,GET /map/solar,59,0,5500,5218.876057631984,2343.0605999892578,7658.074300037697,144659.0,0.9951002647095102,0.0,5500,5800,5900,6000,6800,7500,7700,7700,7700,7700,7700
GET,GET /products/browse,38,0,4500,4833.497818424611,2727.4786999914795,7153.115599998273,7697.0,0.6409120348976506,0.0,4600,5100,5400,5800,6600,6700,7200,7200,7200,7200,7200
,Aggregated,700,0,5100,5176.48000657442,1518.2153000496328,11018.449099967256,28381.444285714286,11.806274327061985,0.0,5100,5700,6000,6300,7200,7700,8600,9100,11000,11000,11000
