Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /ecosim/ (simulation),92,0,2800,2809.1147315280978,916.1533999722451,5963.293500011787,7563.804347826087,1.5548439208976697,0.0,2800,3100,3300,3600,4000,5500,5900,6000,6000,6000,6000
GET,GET /ecosim/municipalities,53,0,1400,1452.7456339641983,183.69880004320294,2900.796499918215,135135.0,0.8957253022562662,0.0,1400,1800,1900,2100,2400,2700,2900,2900,2900,2900,2900
GET,GET /ecosim/provinces,51,0,1500,1710.1806901947723,424.78579992894083,4963.375300052576,5120.0,0.8619243474541429,0.0,1500,1900,2300,2300,2900,3300,4500,5000,5000,5000,5000
GET,GET /energyhub/map-data,95,0,1400,1524.674750527514,211.4639999344945,3370.399999897927,25371.0,1.6055453531008546,0.0,1400,1500,2100,2300,2700,3000,3300,3400,3400,3400,3400
GET,GET /energyhub/overview,101,0,1300,1323.73590296766,78.92060000449419,3052.058000001125,827.0,1.7069482175072241,0.0,1300,1500,1800,2000,2400,2600,2700,2800,3100,3100,3100
GET,GET /energyhub/trends,97,0,1500,1679.4135731983372,423.82979998365045,3371.606200002134,3902.0,1.6393463079029778,0.0,1500,1800,2000,2300,3100,3300,3400,3400,3400,3400,3400
GET,GET /geospatial/centroids,60,0,1500,1648.1210116685058,169.75060000550002,3070.6042000092566,10837.0,1.0140286440636976,0.0,1500,2100,2200,2400,2700,2900,3000,3100,3100,3100,3100
GET,GET /geothermal/plants,48,0,1300,1395.860864581967,232.92069998569787,2866.832899977453,22377.0,0.811222915250958,0.0,1300,1500,1800,2000,2200,2300,2900,2900,2900,2900,2900
GET,GET /map/coverage,64,0,1100,1146.3660359386267,80.26620000600815,3145.2352000633255,88.0,1.081630553667944,0.0,1100,1400,1500,1600,2000,2200,2600,3100,3100,3100,3100
GET,GET /map/solar,60,0,1400,1554.534626674528,210.89310001116246,4963.356400025077,144659.0,1.0140286440636976,0.0,1400,1500,1800,2400,3100,3300,3300,5000,5000,5000,5000
GET,GET /products/browse,48,0,1200,1296.6150562497205,210.47209994867444,2979.3132999911904,7697.0,0.811222915250958,0.0,1200,1400,1600,1600,2200,2600,3000,3000,3000,3000,3000
,Aggregated,769,0,1400,1637.0135786752694,78.92060000449419,5963.293500011787,28309.954486345905,12.99646712141639,0.0,1400,1800,2200,2300,2900,3300,3900,5000,6000,6000,6000
