,2024
"20,572,282",
NON-NPC/IPP,NPC-IPP
"12,196,513",-
,"-                           518,583"
-,-
"220,186",-
-,-
-,-
-,-
"723,571","2,751,476"
,"-                           514,460"
-,-
"9,355",-
"276,676",-
-,-
"185,769",-
"925,374",-
