unnamed_0,2014,2015,2016,2017,2018,2019,2014_numeric,2015_numeric,2016_numeric,2017_numeric,2018_numeric,2019_numeric,source_pdf,detected_category
Fuelwood,"4,623","4,596","4,472","4,465","4,458","4,454",4623.0,4596.0,4472.0,4465.0,4458.0,4454.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Charcoal,"1,107","1,138","1,193","1,236","1,281","1,329",1107.0,1138.0,1193.0,1236.0,1281.0,1329.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Agriwaste,992,982,967,968,958,947,992.0,982.0,967.0,968.0,958.0,947.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Bagasse,540,627,780,899,942,919,540.0,627.0,780.0,899.0,942.0,919.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Ricehull,55,55,56,57,58,58,55.0,55.0,56.0,57.0,58.0,58.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Animal Waste,20,21,21,21,21,22,20.0,21.0,21.0,21.0,21.0,22.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Municipal Waste,19,11,5,6,6,7,19.0,11.0,5.0,6.0,6.0,7.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
Total,"7,356","7,431","7,494","7,651","7,725","7,736",7356.0,7431.0,7494.0,7651.0,7725.0,7736.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_079_p66.csv,biomass
