unnamed_0,2020,2021,2022,2023,2024,aagr,2020_numeric,2021_numeric,2022_numeric,2023_numeric,2024_numeric,aagr_numeric,aagr_unit,source_pdf,detected_category
Households,"34,292","34,981","35,324","36,968","41,205",7.0%,34292.0,34981.0,35324.0,36968.0,41205.0,7.0,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
Services,"20,727","21,119","24,294","26,236","28,033",4.1%,20727.0,21119.0,24294.0,26236.0,28033.0,4.1,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
Industrial,"25,566","27,623","28,844","29,493","31,074",3.8%,25566.0,27623.0,28844.0,29493.0,31074.0,3.8,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
Others*,"2,658","3,695","2,871","3,112","3,596",5.1%,2658.0,3695.0,2871.0,3112.0,3596.0,5.1,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
Utilities Own Use,"8,771","8,729","9,490","10,403","10,558",4.7%,8771.0,8729.0,9490.0,10403.0,10558.0,4.7,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
Power Losses,"9,742","9,968","10,693","11,793","12,475",5.5%,9742.0,9968.0,10693.0,11793.0,12475.0,5.5,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
Total,"101,756","106,115","111,516","118,004","126,941",5.1%,101756.0,106115.0,111516.0,118004.0,126941.0,5.1,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_105_p72.csv,general
