unnamed_0,2020,2021,2022,2023,2024,aagr,2020_numeric,2021_numeric,2022_numeric,2023_numeric,2024_numeric,aagr_numeric,aagr_unit,source_pdf,detected_category
Transport,"82,310","90,845","106,848","114,299","120,771",4.2%,82310.0,90845.0,106848.0,114299.0,120771.0,4.2,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Industry,"11,872","12,149","14,216","12,548","11,723",2.4%,11872.0,12149.0,14216.0,12548.0,11723.0,2.4,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Households,"13,272","13,583","14,084","14,542","14,805",5.0%,13272.0,13583.0,14084.0,14542.0,14805.0,5.0,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Services,"20,087","21,638","16,756","17,534","19,464",5.3%,20087.0,21638.0,16756.0,17534.0,19464.0,5.3,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Agriculture,"1,602","1,851","1,065","1,101","1,123",-1.5%,1602.0,1851.0,1065.0,1101.0,1123.0,-1.5,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Power Generation,"3,646","2,969","6,106","5,079","5,158",-6.2%,3646.0,2969.0,6106.0,5079.0,5158.0,-6.2,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Non-Energy Use,"9,228","11,387","9,496","10,477","11,471",12.6%,9228.0,11387.0,9496.0,10477.0,11471.0,12.6,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
Total,"142,017","154,422","168,571","175,580","184,515",4.0%,142017.0,154422.0,168571.0,175580.0,184515.0,4.0,percent,2024_philippine_energy_situationer_and_key_energy_statistics_table_068_p61.csv,general
