unnamed_0,2014,2015,2016,2017,2018,2019,2014_numeric,2015_numeric,2016_numeric,2017_numeric,2018_numeric,2019_numeric,source_pdf,detected_category
Transport,"79,996","91,891","99,456","105,255","108,811","112,365",79996.0,91891.0,99456.0,105255.0,108811.0,112365.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Industry,"9,224","10,528","11,046","11,022","11,392","10,732",9224.0,10528.0,11046.0,11022.0,11392.0,10732.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Households,"9,074","10,301","11,938","12,342","13,373","14,014",9074.0,10301.0,11938.0,12342.0,13373.0,14014.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Services,"11,641","10,692","13,456","17,357","18,393","19,386",11641.0,10692.0,13456.0,17357.0,18393.0,19386.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Agriculture,"1,306","1,471","1,731","2,202","1,579","1,741",1306.0,1471.0,1731.0,2202.0,1579.0,1741.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Power Generation,"9,762","9,976","8,833","6,965","5,292","5,728",9762.0,9976.0,8833.0,6965.0,5292.0,5728.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Non-Energy Use,"3,501","8,368","8,954","11,397","9,964","7,851",3501.0,8368.0,8954.0,11397.0,9964.0,7851.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
Total,"124,503","143,226","155,414","166,539","168,805","171,817",124503.0,143226.0,155414.0,166539.0,168805.0,171817.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_067_p61.csv,general
