nan,unnamed_1,5_1,nan_numeric,nan_unit,5_1_numeric,source_pdf,detected_category
"9.3%
Agriculture","9.4%
Non-Energy","2024
TFEC",9.3,percent,2024.0,2024_philippine_energy_situationer_and_key_energy_statistics_table_001_p7.csv,general
